id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi8700rp4ey1pl28igte,أَنَا شْرَبْت,ana chrbt,j'ai bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t94ey1pwqg8509,أَنَا غَادِي نْبْغِي,ana ghadi nbghi,je vais vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ty4ey1047pp5oj,أَنَا غَادِي نْشْرَب,ana ghadi nshrab,je vais boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tp4ey1txkrpugg,أَنَا غَادِي نْفْهَم,ana ghadi nfham,je vais comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ti4ey15j4ozk3j,أَنَا غَادِي نْكْتَب,ana ghadi nkteb,je vais écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t14ey1n141w6w1,أَنَا غَادِي نْمْشِي,ana ghadi nmchi,je vais aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rh4ey1pp44oe7p,أَنَا فْهَمْت,ana fhemt,j'ai compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r94ey1ic1fzcna,أَنَا كْتَبْت,ana ktebt,j'ai écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s64ey1bvhzz6t3,أَنَا كَنْبْغِي,ana kanbghi,je veux,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00st4ey1q68qrqyz,أَنَا كَنْشْرَب,ana kanshrab,je bois,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sl4ey1gbxqke2o,أَنَا كَنْفْهَم,ana kanfham,je comprends,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sd4ey1wu3q1xzo,أَنَا كَنْكْتَب,ana kankteb,j'écris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rx4ey16rrhi73k,أَنَا كَنْمْشِي,ana kanmchi,je marche / je vais,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qt4ey17nfuyl8p,أَنَا مْشِيت,ana mchit,je suis allé(e),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r64ey1hobvhk64,حْنَا بْغِينَا,7na bghina,nous avons voulu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rt4ey1bamsszo6,حْنَا شْرَبْنَا,7na chrbna,nous avons bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00te4ey1znhikz3h,حْنَا غَادِي نْبْغِيُو,7na ghadi nbghiu,nous allons vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00u24ey1j9m07z4q,حْنَا غَادِي نْشْرَبُو,7na ghadi nshrabu,nous allons boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tv4ey1hckfs9xg,حْنَا غَادِي نْفْهْمُو,7na ghadi nfhmu,nous allons comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tm4ey1qmdrmghu,حْنَا غَادِي نْكْتَبُو,7na ghadi nktebu,nous allons écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t64ey1nsw69jj8,حْنَا غَادِي نْمْشِيُو,7na ghadi nmchiu,nous allons aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rm4ey19mch34w0,حْنَا فْهَمْنَا,7na fhemna,nous avons compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700re4ey1j4i726jl,حْنَا كْتَبْنَا,7na ktebna,nous avons écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sa4ey1xf3sfx1t,حْنَا كَنْبْغِيُو,7na kanbghiu,nous voulons,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sy4ey11zhjbiij,حْنَا كَنْشْرَبُو,7na kanshrabu,nous buvons,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sq4ey1kxa5l51j,حْنَا كَنْفْهْمُو,7na kanfhmu,nous comprenons,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sj4ey17nlk6m4j,حْنَا كَنْكْتَبُو,7na kanktebu,nous écrivons,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s34ey1fqlsz091,حْنَا كَنْمْشِيُو,7na kanmchiu,nous marchons,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qy4ey15hr5dnjv,حْنَا مْشِينَا,7na mchina,nous sommes allé(e)s,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r14ey1whzt6skw,نْتَ بْغِيتِي,nta bghiti,tu as voulu (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r34ey1ug9hcdyq,نْتِ بْغِيتِي,nti bghiti,tu as voulu (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rq4ey1s09235ae,نْتَ شْرَبْتِي,nta chrbti,tu as bu (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rr4ey15esmqvhn,نْتِ شْرَبْتِي,nti chrbti,tu as bu (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tb4ey13ou0cgvz,نْتَ غَادِي تْبْغِي,nta ghadi tbghi,tu vas vouloir (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ta4ey1t14unwbz,نْتِ غَادِي تْبْغِي,nti ghadi tbghi,tu vas vouloir (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tx4ey1itdu3qy2,نْتَ غَادِي تْشْرَب,nta ghadi tshrab,tu vas boire (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tz4ey1cc9xvp9c,نْتِ غَادِي تْشْرَبِي,nti ghadi tshrabi,tu vas boire (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tq4ey11hbw1pz9,نْتَ غَادِي تْفْهَم,nta ghadi tfham,tu vas comprendre (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tr4ey1yss0pa8q,نْتِ غَادِي تْفْهَمِي,nti ghadi tfhami,tu vas comprendre (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00th4ey1ouib0agn,نْتَ غَادِي تْكْتَب,nta ghadi tkteb,tu vas écrire (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tj4ey1wbylgx5y,نْتِ غَادِي تْكْتَبِي,nti ghadi tktebi,tu vas écrire (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t24ey1217j6rs0,نْتَ غَادِي تْمْشِي,nta ghadi tmchi,tu vas aller (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t34ey16l2n40pl,نْتِ غَادِي تْمْشِي,nti ghadi tmchi,tu vas aller (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700ri4ey177gobrop,نْتَ فْهَمْتِي,nta fhemti,tu as compris (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rj4ey1yq63so4w,نْتِ فْهَمْتِي,nti fhemti,tu as compris (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600ra4ey15h9whp1y,نْتَ كْتَبْتِي,nta ktebti,tu as écrit (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rb4ey13rlldtbd,نْتِ كْتَبْتِي,nti ktebti,tu as écrit (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s54ey1uoe4mvgr,نْتَ كَتْبْغِي,nta katbghi,tu veux (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s74ey1w8sqv76s,نْتِ كَتْبْغِي,nti katbghi,tu veux (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00su4ey11pkbea8k,نْتَ كَتْشْرَب,nta katshrab,tu bois (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sv4ey1sxyek1mt,نْتِ كَتْشْرَبِي,nti katshrabi,tu bois (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sm4ey1ekun2q5y,نْتَ كَتْفْهَم,nta katfham,tu comprends (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sn4ey1zd6h727t,نْتِ كَتْفْهَمِي,nti katfhami,tu comprends (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00se4ey1jmqmwitw,نْتَ كَتْكْتَب,nta katkteb,tu écris (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sf4ey1p5dw1msj,نْتِ كَتْكْتَبِي,nti katktebi,tu écris (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ry4ey1q7xik0ho,نْتَ كَتْمْشِي,nta katmchi,tu marches (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s04ey1ofvyghww,نْتِ كَتْمْشِي,nti katmchi,tu marches (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qu4ey16fhbibw6,نْتَ مْشِيتِي,nta mchiti,tu es allé (m),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qv4ey1r3h4vqym,نْتِ مْشِيتِي,nti mchiti,tu es allée (f),Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r74ey1a002kvdt,نْتُومَا بْغِيتُو,ntouma bghitou,vous avez voulu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rv4ey1mbolijht,نْتُومَا شْرَبْتُو,ntouma chrbtou,vous avez bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tf4ey19fc50pi4,نْتُومَا غَادِي تْبْغِيُو,ntouma ghadi tbghiu,vous allez vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00u34ey183cp62gv,نْتُومَا غَادِي تْشْرَبُو,ntouma ghadi tshrabu,vous allez boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tu4ey1falo6zw8,نْتُومَا غَادِي تْفْهْمُو,ntouma ghadi tfhmu,vous allez comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tn4ey1w3gf12uw,نْتُومَا غَادِي تْكْتَبُو,ntouma ghadi tktebu,vous allez écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t84ey195sqkbvy,نْتُومَا غَادِي تْمْشِيُو,ntouma ghadi tmchiu,vous allez aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rn4ey18f4gs5rm,نْتُومَا فْهَمْتُو,ntouma fhemtou,vous avez compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rf4ey1m8y08vyq,نْتُومَا كْتَبْتُو,ntouma ktebtou,vous avez écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sc4ey14z24tmfg,نْتُومَا كَتْبْغِيُو,ntouma katbghiu,vous voulez,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sz4ey1ydtay53p,نْتُومَا كَتْشْرَبُو,ntouma katshrabu,vous buvez,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ss4ey1dgmbhmnw,نْتُومَا كَتْفْهْمُو,ntouma katfhmu,vous comprenez,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00si4ey1f5ojqj35,نْتُومَا كَتْكْتَبُو,ntouma katktebu,vous écrivez,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s24ey1husp6cfz,نْتُومَا كَتْمْشِيُو,ntouma katmchiu,vous marchez,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qz4ey1zsvtwhq6,نْتُومَا مْشِيتُو,ntouma mchitou,vous êtes allé(e)s,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r44ey1pn5p65ny,هُوَ بْغَى,howa bgha,il a voulu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rs4ey1d6devf29,هُوَ شْرَب,howa chrb,il a bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tc4ey1ylt819sl,هُوَ غَادِي يْبْغِي,howa ghadi ybghi,il va vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00u04ey1siahnbke,هُوَ غَادِي يْشْرَب,howa ghadi yshrab,il va boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ts4ey1agkp9tn9,هُوَ غَادِي يْفْهَم,howa ghadi yfham,il va comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tk4ey1u1rxwbax,هُوَ غَادِي يْكْتَب,howa ghadi ykteb,il va écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t44ey1990ncznc,هُوَ غَادِي يْمْشِي,howa ghadi ymchi,il va aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rk4ey1uudqsu5c,هُوَ فْهَم,howa fhem,il a compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rc4ey1axoeqsh3,هُوَ كْتَب,howa kteb,il a écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s94ey19ul0tnqc,هُوَ كَيْبْغِي,howa kaybghi,il veut,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sw4ey1leotcjeh,هُوَ كَيْشْرَب,howa kayshrab,il boit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sp4ey1b687x2fk,هُوَ كَيْفْهَم,howa kayfham,il comprend,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sg4ey1949a2r7p,هُوَ كَيْكْتَب,howa kaykteb,il écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rz4ey181zse38q,هُوَ كَيْمْشِي,howa kaymchi,il marche,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qw4ey1ln7z1of5,هُوَ مْشَى,howa mcha,il est allé,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r84ey1ohpi8pcg,هُومَا بْغَاو,houma bghaw,ils/elles ont voulu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00rw4ey1p78w1bi1,هُومَا شْرَبُو,houma chrbou,ils/elles ont bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tg4ey1a2oz58s3,هُومَا غَادِي يْبْغِيُو,houma ghadi ybghiu,ils/elles vont vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00u44ey1qmpdaqne,هُومَا غَادِي يْشْرَبُو,houma ghadi yshrabu,ils/elles vont boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tw4ey1vae7xemm,هُومَا غَادِي يْفْهْمُو,houma ghadi yfhmu,ils/elles vont comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00to4ey1a3xv6epe,هُومَا غَادِي يْكْتَبُو,houma ghadi yktebu,ils/elles vont écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t74ey1l3yzafw9,هُومَا غَادِي يْمْشِيُو,houma ghadi ymchiu,ils/elles vont aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700ro4ey1qvg4gobk,هُومَا فْهَمُو,houma fhemou,ils/elles ont compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rg4ey1844jt7ea,هُومَا كْتَبُو,houma ktebou,ils/elles ont écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sb4ey10892a2mc,هُومَا كَيْبْغِيُو,houma kaybghiu,ils/elles veulent,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t04ey1ki8ihiyp,هُومَا كَيْشْرَبُو,houma kayshrabu,ils/elles boivent,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sr4ey1wnm8e533,هُومَا كَيْفْهْمُو,houma kayfhmu,ils/elles comprennent,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sk4ey1m37lxdkd,هُومَا كَيْكْتَبُو,houma kayktebu,ils/elles écrivent,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s44ey1g1myfkz4,هُومَا كَيْمْشِيُو,houma kaymchiu,ils/elles marchent,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r04ey11d1tzz53,هُومَا مْشَاو,houma mchaw,ils/elles sont allé(e)s,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600r54ey13lcxjt84,هِيَ بْغَات,hiya bghat,elle a voulu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00ru4ey16dcds42u,هِيَ شْرَبَات,hiya chrbat,elle a bu,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00td4ey14x4subaw,هِيَ غَادِي تْبْغِي,hiya ghadi tbghi,elle va vouloir,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00u14ey17s9mjhyf,هِيَ غَادِي تْشْرَب,hiya ghadi tshrab,elle va boire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tt4ey11a4wm2fx,هِيَ غَادِي تْفْهَم,hiya ghadi tfham,elle va comprendre,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00tl4ey10w7nnu04,هِيَ غَادِي تْكْتَب,hiya ghadi tkteb,elle va écrire,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00t54ey19ow4a7pq,هِيَ غَادِي تْمْشِي,hiya ghadi tmchi,elle va aller,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rl4ey1237zg7z4,هِيَ فْهَمَات,hiya fhemat,elle a compris,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8700rd4ey1zr76zskf,هِيَ كْتَبَات,hiya ktebat,elle a écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s84ey1jjtunxyv,هِيَ كَتْبْغِي,hiya katbghi,elle veut,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sx4ey1aa13alzl,هِيَ كَتْشْرَب,hiya katshrab,elle boit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00so4ey1qp8cgxto,هِيَ كَتْفْهَم,hiya katfham,elle comprend,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00sh4ey12cwqrqap,هِيَ كَتْكْتَب,hiya katkteb,elle écrit,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8k00s14ey1gmhaign6,هِيَ كَتْمْشِي,hiya katmchi,elle marche,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8600qx4ey1ly916zw6,هِيَ مْشَات,hiya mchat,elle est allée,Koweït City - Vocabulaire — Conjugaison,,,
cmo8hyi8y00v44ey1u9a9hdnx,بْلَا,bla,sans,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v74ey11byzyi1l,بِين,bin,entre,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00uy4ey1rqt9v0cj,تْحْت,t7t,sous / en-dessous,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v64ey10u1ih59a,حْتَّى,7tta,jusqu'à,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v14ey10y5zj9k1,حْدَا,7da,à côté de,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v34ey11d2lmt9b,عْلَى,3la,sur / à propos de,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v94ey18phaiqs8,عْنْد,3nd,chez / avoir,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v84ey1u7le155u,قْدّ,qedd,à la hauteur de / autant que,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v24ey18aj3qfwk,مْعَا,m3a,avec,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v54ey1yso03lci,مْن,men,de / depuis,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00uz4ey1996vn5bh,وْرَّا,wra,derrière,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi8y00v04ey1hmgu0miw,وْسْط,wst,au milieu / dans,La Mecque - Vocabulaire — Prépositions,,,
cmo8hyi6a008k4ey1053wjv0h,أُسْتَاذ,ostad,professeur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008z4ey1au9bitbc,بَنَّاء,banna2,maçon,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a00904ey1hqjdwj54,تَاجِر,tajer,commerçant,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008q4ey13i61nj44,جُنْدِي,jondi,soldat,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008u4ey1fnc3sks9,حْلَّاق,7llaq,coiffeur / barbier,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008t4ey1gm87e3ln,خَبَّاز,khabbaz,boulanger,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008j4ey18mde7mzo,خَدَّام,khddam,travailleur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008i4ey1byl5yc5d,خْدْمَة,khdma,travail,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008v4ey1w22vxpr9,سَائِق,sa2iq,chauffeur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008p4ey1t4rfccuk,شُرْطِي,chorti,policier,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008s4ey1tx6hulza,طْبَّاخ,Tbakh,cuisinier,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008w4ey1ygv3bl1c,فْلَّاح,fella7,agriculteur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008o4ey18s8f6kcb,مْحَاسِب,m7aseb,comptable,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008n4ey1ijziyx3f,مُحَامِي,mo7ami,avocat,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008l4ey1u42xe9oe,مُمَرِّض,mommreD,infirmier,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008m4ey1mc80jeif,مُهَنْدِس,mohandis,ingénieur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008y4ey1uac4b9a6,مِيكَانِيكِي,mikaniki,mécanicien,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008r4ey1wb32jye8,نَادِل,nadel,serveur,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi6a008x4ey174teb6lq,نَجَّار,njjar,menuisier,Le Caire  - Vocabulaire — Métiers,,,
cmo8hyi7r00nj4ey1xzfsgrch,أَنَا جَايْ,ana jay,j'arrive,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oj4ey1g2w1lyln,أَنَا غَادِي لْلدَّار,ana ghadi ldar,je vais à la maison,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oh4ey10l7c1c1l,إِلَا بْغِينَا نْكَمْلُو، خَاصْنَا نْكُونُو مْرَكْزِين,"ila bghina nkemlo, khasna nkouno mrakkzin","si on veut avancer, on doit rester concentrés",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o84ey1n3fswtv0,إِلَا كَانَت عَنْدَك شِي فِكْرَة أُخْرَى مَرْحْبَا,ila kanat 3ndk chi fikra okhra mar7ba,"si tu as une autre idée, je suis preneur",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qf4ey1v7z6ye4f,الجَوّ زْوِين اليُوم,ljaw zwine lyom,il fait beau aujourd'hui,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o64ey1qv9om2er,القَرَار اللِّي غَادِي نَاخْدُو مُهِم بْزَّاف,lqarar lli ghadi nakhdo mohem bzzaf,la décision qu'on va prendre est très importante,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o94ey1p4gjtw16,المُشْكِل مَاشِي فْالفِكْرَة، المُشْكِل فْالتَّطْبِيق,"lmouchkil machi flfikra, lmouchkil fltaTbii9","le problème n'est pas l'idée, mais l'exécution",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oe4ey1ihztmsp3,النَّتِيجَة مَا كَتْجِيش بْسُرْعَة، خَاصْهَا الصَّبْر,"nnatija ma katjich bssor3a, khas-ha Sabr","le résultat ne vient pas vite, il faut de la patience",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00od4ey1ojmxahfd,الهَدَف دْيَالِي هُوَ نْطَوَّر رَاسِي يُوم عْلَى يُوم,lhadaf dyali howa nTawwer rassi youm 3la youm,mon objectif est de m'améliorer jour après jour,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ob4ey1t769obet,الوَقْت دْيَالْنَا مْحْدُود خَاصْنَا نْخَدْمُو بْذَكَاء,lwa9t dyalna m7doud khasna nkhdmo b ddkka2,"notre temps est limité, on doit travailler intelligemment",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o24ey12pne952p,بَاغِي نْطَوَّر رَاسِي,baghi nTawwer rassi,je veux m'améliorer,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ov4ey1d2ddyfoh,بَاقِي شْوِيَة وْ نْكَمَّل,baqi chwiya w nkemmel,il me reste un peu et je termine,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pc4ey17ykyb7um,بَدَّل الضَّو,bddl DDo,change l'ampoule,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qh4ey195y06zqn,بَرْد بْزَّاف بَرَّا,brrd bzzaf barra,il fait très froid dehors,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oz4ey13whq1xe6,بَرَّد شْوِيَة اللهُ يْرْضِي عْلِيك,brrd chwiya allah yrDi 3lik,baisse un peu la température,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nf4ey1ibhiltvm,بْشْحَال هَادَا؟,bch7al hada?,ça coûte combien ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o34ey1qfofci8f,بْصْرَاحَة مَا مْتَّافَقْش مْعَاك فْهَاد النُّقْطَة,bssra7a ma mttaafqch m3ak f had nno9Ta,"honnêtement, je ne suis pas d'accord avec toi sur ce point",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p14ey1kdzwcb0k,بْغِيت غِير نْتْأَكَّد,bghit ghir nt2akked,je veux juste vérifier,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qd4ey111cu09e6,بْغِيت غِير نْتْفَرَّج,bghit ghir ntfarraj,je fais juste du repérage,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p64ey1u4hfrg0s,بْغِيت نْبَدَّل الجَوّ,bghit nbdl ljaw,je veux changer d'air,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nr4ey1o4kbmf2f,بْغِيت نْتْعَلَّم الدَّارِجَة مْزْيَان,bghit nt3llm ddarija mzian,je veux bien apprendre la darija,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oo4ey10z5eu8sx,بْغِيت نْرْتَاح شْوِيَة,bghit nrta7 chwiya,je veux me reposer un peu,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qn4ey1525y99g7,بْغِيت نْرْجَع لْلدَّار,bghit nrja3 ldar,je veux rentrer à la maison,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q54ey1t8hnnjdt,بْغِيت نْرْكَب فْ التْرَام,bghit nerkb f ttram,je veux prendre le tram,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oa4ey1r3u34xm5,بْغِيت نْسْمَع رَأْيَك بْصْرَاحَة,bghit nsma3 ra2yk bssra7a,j'aimerais entendre ton avis honnêtement,Manama - Vocabulaire — Phrases,,,
