id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi7400hy4ey1afnio58t,طْلَع,Tla3,monter,Dubaï - Vocabulaire — Verbes,صَعِدَ,ṣaʿida,
cmo8hyi7400ig4ey1q9sftlja,طَوَّر,Tawwer,développer / améliorer,Dubaï - Vocabulaire — Verbes,طَوَّرَ,ṭawwara,
cmo8hyi7400hv4ey1rvswfaqo,طَيَّب,Tyyeb,cuisiner,Dubaï - Vocabulaire — Verbes,طَبَخَ,ṭabakha,
cmo8hyi7400hr4ey1s3ipzo2a,ظَنّ,Dnn,penser / croire,Dubaï - Vocabulaire — Verbes,ظَنَّ,ẓanna,
cmo8hyi7400hg4ey1yivsohwy,عْجَبُو,3jbo,aimer (quelque chose),Dubaï - Vocabulaire — Verbes,أَعْجَبَهُ,aʿjabahu,
cmo8hyi7300h14ey1o5snah7a,عْرَف,3rf,savoir / connaître,Dubaï - Vocabulaire — Verbes,عَرَفَ,ʿarafa,
cmo8hyi7300gx4ey1ckkbxdew,عْطَى,3ta,donner,Dubaï - Vocabulaire — Verbes,أَعْطَى,aʿṭā,
cmo8hyi7400hu4ey1z4kqc01r,غْسَل,ghsl,laver,Dubaï - Vocabulaire — Verbes,غَسَلَ,ghasala,
cmo8hyi7400hb4ey18uttmxcb,فَاق,faq,se réveiller,Dubaï - Vocabulaire — Verbes,اِسْتَيْقَظَ,istayqaẓa,
cmo8hyi7300h24ey1895v2x5b,فْهَم,fhem,comprendre,Dubaï - Vocabulaire — Verbes,فَهِمَ,fahima,
cmo8hyi7300h04ey16d3fp6mw,قْدَر,qdr,pouvoir,Dubaï - Vocabulaire — Verbes,اِسْتَطَاعَ,istaṭāʿa,
cmo8hyi7300h34ey1mchfjgws,قْرَا,qra,lire / étudier,Dubaï - Vocabulaire — Verbes,قَرَأَ,qaraʾa,
cmo8hyi7400i24ey1fh7wflx4,قَرَّب,qrreb,s'approcher,Dubaï - Vocabulaire — Verbes,اِقْتَرَبَ,iqtaraba,
cmo8hyi7400h44ey17v2hrwsr,كْتَب,kteb,écrire,Dubaï - Vocabulaire — Verbes,كَتَبَ,kataba,
cmo8hyi7400hh4ey1ngb59xm1,كْرَه,kra,détester,Dubaï - Vocabulaire — Verbes,كَرِهَ,kariha,
cmo8hyi7400h74ey1enab7nq9,كْلَ,kal,manger,Dubaï - Vocabulaire — Verbes,أَكَلَ,akala,
cmo8hyi7400h84ey1v0ibkhgs,كْلَّى,klla,manger (variante),Dubaï - Vocabulaire — Verbes,أَكَلَ,akala,variante
cmo8hyi7400hp4ey1fnftvkgz,لْعَب,l3b,jouer,Dubaï - Vocabulaire — Verbes,لَعِبَ,laʿiba,
cmo8hyi7300gt4ey1cdvilnb8,مْشَى,mcha,aller / marcher,Dubaï - Vocabulaire — Verbes,ذَهَبَ,dhahaba,
cmo8hyi7400ib4ey1w8878xo1,نَاقَش,naqach,discuter / débattre,Dubaï - Vocabulaire — Verbes,نَاقَشَ,nāqasha,
cmo8hyi7400hx4ey1upkg1hsi,نَطّ,naTT,sauter,Dubaï - Vocabulaire — Verbes,قَفَزَ,qafaza,
cmo8hyi7400ie4ey1x80i2ni7,نَظَّم,naDDem,organiser,Dubaï - Vocabulaire — Verbes,نَظَّمَ,naẓẓama,
cmo8hyi7400ha4ey1mxx0rs7x,نْعَس,n3s,dormir,Dubaï - Vocabulaire — Verbes,نَامَ,nāma,
cmo8hyi7400i44ey1pe2xvmpd,هَاجَر,hajer,émigrer,Dubaï - Vocabulaire — Verbes,هَاجَرَ,hājara,
cmo8hyi7400hz4ey1hbvc6da2,هْبَط,hbaT,descendre,Dubaï - Vocabulaire — Verbes,نَزَلَ,nazala,
cmo8hyi7400iu4ey1fcbsjusd,وَاجَه,wajeh,faire face à / affronter,Dubaï - Vocabulaire — Verbes,وَاجَهَ,wājaha,
cmo8hyi7400hm4ey1kv9d086b,وَجَّد,wjjd,préparer,Dubaï - Vocabulaire — Verbes,حَضَّرَ,ḥaḍḍara,
cmo8hyi62007w4ey1pmbspffx,أُكْسِجِين,oksijin,oxygène,Ghadamès - Vocabulaire — Santé,أُكْسِجِين,uksijīn,
cmo8hyi62007r4ey1ijbfkhcb,أَلَم,alam,douleur,Ghadamès - Vocabulaire — Santé,أَلَم,alam,
cmo8hyi62007s4ey1b1p6hol7,إِسْهَال,ishal,diarrhée,Ghadamès - Vocabulaire — Santé,إِسْهَال,ishāl,
cmo8hyi62007x4ey13gr19eep,تْحَالِيل,t7alil,analyses médicales,Ghadamès - Vocabulaire — Santé,تَحَالِيل,taḥālīl,
cmo8hyi62007v4ey1xsyqnbp8,تْنَفُّس,tnaffos,respiration,Ghadamès - Vocabulaire — Santé,تَنَفُّس,tanaffus,
cmo8hyi62007m4ey109qunds7,جْرَح,jra7,blessure,Ghadamès - Vocabulaire — Santé,جُرْح,jurḥ,
cmo8hyi62007l4ey12cqm87v7,حُقْنَة,7oqna,piqûre / injection,Ghadamès - Vocabulaire — Santé,حُقْنَة,ḥuqna,
cmo8hyi62007n4ey1ecg1tbbx,حُمَّى,7omma,fièvre,Ghadamès - Vocabulaire — Santé,حُمَّى,ḥummā,
cmo8hyi62007k4ey13y4wbkcn,دْوَاء,dwa,médicament,Ghadamès - Vocabulaire — Santé,دَوَاء,dawāʾ,
cmo8hyi62007p4ey1mnwuv7ie,رْشَح,rcha7,rhume,Ghadamès - Vocabulaire — Santé,زُكَام,zukām,
cmo8hyi62007o4ey173guxwm4,سُعَال,so3al,toux,Ghadamès - Vocabulaire — Santé,سُعَال,suʿāl,
cmo8hyi62007f4ey1fs42eefm,صِحَّة,Se77a,santé,Ghadamès - Vocabulaire — Santé,صِحَّة,ṣiḥḥa,
cmo8hyi62007q4ey1i3c1ri7q,صْدَاع,Sda3,mal de tête,Ghadamès - Vocabulaire — Santé,صُدَاع,ṣudāʿ,
cmo8hyi62007i4ey1pdpacipn,صَيْدَلِي,Saydali,pharmacien,Ghadamès - Vocabulaire — Santé,صَيْدَلِيّ,ṣaydaliyy,
cmo8hyi62007j4ey1bf7p7zz8,صَيْدَلِيَّة,saydaliya,pharmacie,Ghadamès - Vocabulaire — Santé,صَيْدَلِيَّة,ṣaydaliyya,
cmo8hyi62007t4ey1l5a8jcx8,ضْغَط الدَّم,DaGht ddm,tension artérielle,Ghadamès - Vocabulaire — Santé,ضَغْطُ الدَّمِ,ḍaghṭu ad-dami,
cmo8hyi62007h4ey19k1fcwkt,طْبِيب,Tbib,médecin,Ghadamès - Vocabulaire — Santé,طَبِيب,ṭabīb,
cmo8hyi62007u4ey1wdbzutej,قَيْء,qi2,vomissement,Ghadamès - Vocabulaire — Santé,قَيْء,qayʾ,
cmo8hyi62007g4ey14yrrpywj,مْرَض,mraD,maladie,Ghadamès - Vocabulaire — Santé,مَرَض,maraḍ,
cmo8hyi9b00y84ey1x42m1m3h,البحر,l-bhar,la mer,Hébron — La mer & la pêche,البَحْر,al-baḥr,
cmo8hyi9b00yd4ey1awvnl9rx,البلاج,l-blaj,la plage,Hébron — La mer & la pêche,الشَّاطِئ,ash-shāṭiʾ,
cmo8hyi9b00y94ey1elmo4m14,الحوت,l-hout,le poisson,Hébron — La mer & la pêche,السَّمَك,as-samak,
cmo8hyi9b00ya4ey1zbscpf05,الصياد,s-seyyad,le pêcheur,Hébron — La mer & la pêche,الصَّيَّاد,aṣ-ṣayyād,
cmo8hyi9b00yc4ey1uy5si5g1,الفلوكة,l-flouka,la barque,Hébron — La mer & la pêche,القَارِب,al-qārib,
cmo8hyi9b00yb4ey1skwnh6to,المرسى,l-mersa,le port,Hébron — La mer & la pêche,المَرْسَى,al-marsā,
cmo8hyi9b00ye4ey191ugw5v1,الموجة,l-mouja,la vague,Hébron — La mer & la pêche,المَوْجَة,al-mawja,
cmo8hyi9b00yf4ey1be3b34w5,طري,tri,frais,Hébron — La mer & la pêche,طَرِيّ,ṭariyy,
cmo8hyi8y00wy4ey12fhr7d31,الحناء,l-henna,le henné,Homs — Fêtes & traditions,الحِنَّاء,al-ḥinnāʾ,
cmo8hyi8y00ww4ey1p0fnkgsu,السحور,s-shour,repas avant l'aube,Homs — Fêtes & traditions,السُّحُور,as-suḥūr,
cmo8hyi8y00wt4ey1zjjuiw2z,العيد,l-3id,la fête,Homs — Fêtes & traditions,العِيد,al-ʿīd,
cmo8hyi8y00wu4ey1t2v0x7go,رمضان,Ramadan,Ramadan,Homs — Fêtes & traditions,رَمَضَان,ramaḍān,
cmo8hyi8y00wv4ey1y55lcixb,عاشوراء,3achoura,Achoura,Homs — Fêtes & traditions,عَاشُورَاء,ʿāshūrāʾ,
cmo8hyi8y00wz4ey1yh4q11bg,عيد مبارك,3id mubarak,joyeuse fête,Homs — Fêtes & traditions,عِيدٌ مُبَارَكٌ,ʿīdun mubārakun,
cmo8hyi8y00wx4ey1vjnywt8p,مبروك,mebrouk,félicitations,Homs — Fêtes & traditions,مَبْرُوك,mabrūk,
cmo8hyi9b00xz4ey1zottr11o,الدربوكة,d-derbouka,darbouka,Jérusalem — La musique marocaine,الدَّرْبُوكَة,ad-darbūka,
cmo8hyi9b00xu4ey11w1402s8,الراي,r-rai,le raï,Jérusalem — La musique marocaine,الرَّاي,ar-rāy,
cmo8hyi9b00xv4ey15qo5vhqa,الشعبي,ch-cha3bi,le chaabi,Jérusalem — La musique marocaine,الشَّعْبِيّ,ash-shaʿbiyy,
cmo8hyi9b00xy4ey1b2oq9uew,العود,l-3oud,oud (luth),Jérusalem — La musique marocaine,العُود,al-ʿūd,
cmo8hyi9b00xw4ey1redzpiv8,الملحون,l-melhoun,le melhoun,Jérusalem — La musique marocaine,المَلْحُون,al-malḥūn,
cmo8hyi9b00xs4ey1875el0bo,الموسيقى,l-mousiqa,la musique,Jérusalem — La musique marocaine,المُوسِيقَى,al-mūsīqā,
cmo8hyi9b00xx4ey162k20onh,غنية,ghniya,chanson,Jérusalem — La musique marocaine,أُغْنِيَة,ughniya,
cmo8hyi9b00xt4ey1sp2cp7zo,گناوة,Gnawa,Gnawa,Jérusalem — La musique marocaine,كْنَاوَة,knāwa,
cmo8hyi5t005b4ey1hrfomo15,حْزِين,7zin,triste,Kairouan - Vocabulaire — Émotions,حَزِين,ḥazīn,
cmo8hyi5t005f4ey1k3smizxo,خَايَف,khayef,effrayé,Kairouan - Vocabulaire — Émotions,خَائِف,khāʾif,
cmo8hyi6100624ey1oec4i5br,عَيَّان,3yyan,fatigué,Kairouan - Vocabulaire — Émotions,مُتْعَب,mutʿab,
cmo8hyi61005p4ey16sps5slv,غَاضِب,ghaDib,furieux (variante),Kairouan - Vocabulaire — Émotions,غَاضِب,ghāḍib,
cmo8hyi61005w4ey1kn2689k3,فَخُور,fkhour,fier,Kairouan - Vocabulaire — Émotions,فَخُور,fakhūr,
cmo8hyi5t005a4ey10xuolfji,فَرْحَان,fr7an,heureux,Kairouan - Vocabulaire — Émotions,سَعِيد,saʿīd,
cmo8hyi6100694ey1kejkewdq,فَرْحَان بْزَّاف,fr7an bzzaf,très heureux,Kairouan - Vocabulaire — Émotions,سَعِيدٌ جِدًّا,saʿīdun jiddan,
cmo8hyi6100604ey179syxxxb,قَلْقَان,qlqan,anxieux,Kairouan - Vocabulaire — Émotions,قَلِق,qaliq,
cmo8hyi6100654ey133hrj8ve,مَبْسُوط,mbsout,content,Kairouan - Vocabulaire — Émotions,مَسْرُور,masrūr,
cmo8hyi5t005i4ey1ofzjfc5o,مْتْحَمَّس,mt7ammes,enthousiaste,Kairouan - Vocabulaire — Émotions,مُتَحَمِّس,mutaḥammis,
cmo8hyi5t005h4ey1263dyamo,مْتْفَاجِئ,mtfaj2,surpris,Kairouan - Vocabulaire — Émotions,مُتَفَاجِئ,mutafājiʾ,
cmo8hyi61005l4ey11px17msm,مْحْتَار,m7tar,indécis / confus,Kairouan - Vocabulaire — Émotions,حَائِر,ḥāʾir,
cmo8hyi61005s4ey1zqpdomtt,مْحْرَج,m7raj,gêné,Kairouan - Vocabulaire — Émotions,مُحْرَج,muḥraj,
cmo8hyi5t005e4ey1z24kee4g,مْرْتَاح,mrta7,soulagé / détendu,Kairouan - Vocabulaire — Émotions,مُرْتَاح,murtāḥ,
cmo8hyi61005x4ey15kto7a25,مْرْتَاح البَال,mrta7 lbal,tranquille d'esprit,Kairouan - Vocabulaire — Émotions,مُرْتَاحُ البَالِ,murtāḥu al-bāli,
cmo8hyi61006c4ey17e7jab12,مْرْتَاح بْزَّاف,mrta7 bzzaf,très à l'aise,Kairouan - Vocabulaire — Émotions,مُرْتَاحٌ جِدًّا,murtāḥun jiddan,
cmo8hyi61005y4ey1ul5bbb1f,مَرْعُوب,mr3oub,terrifié,Kairouan - Vocabulaire — Émotions,مَرْعُوب,marʿūb,
cmo8hyi61005u4ey1owyjamrr,مْسْتْحِي,msta7i,gêné / timide,Kairouan - Vocabulaire — Émotions,خَجُول,khajūl,
cmo8hyi6100674ey1v1qbe6b0,مَسْرُور,msrour,content (variante),Kairouan - Vocabulaire — Émotions,مَسْرُور,masrūr,
cmo8hyi61006h4ey1u8c3krkh,مَسْرُور بْزَّاف,msrour bzzaf,très content,Kairouan - Vocabulaire — Émotions,مَسْرُورٌ جِدًّا,masrūrun jiddan,
cmo8hyi61005q4ey1b82reayl,مْشْتَاق,mchtaq,nostalgique / en manque,Kairouan - Vocabulaire — Émotions,مُشْتَاق,mushtāq,
cmo8hyi5t005g4ey1dgbf95i5,مَصْدُوم,msdoum,choqué,Kairouan - Vocabulaire — Émotions,مَصْدُوم,maṣdūm,
cmo8hyi61006d4ey15zdyqcje,مَصْدُوم بْزَّاف,msdoum bzzaf,très choqué,Kairouan - Vocabulaire — Émotions,مَصْدُومٌ جِدًّا,maṣdūmun jiddan,
cmo8hyi61005r4ey1t0nxcz5o,مُطْمَئِنّ,mTma2en,rassuré,Kairouan - Vocabulaire — Émotions,مُطْمَئِنّ,muṭmaʾinn,
cmo8hyi61005m4ey16yfhbx7d,مَطْمُور,mTmour,déprimé (variante),Kairouan - Vocabulaire — Émotions,مُكْتَئِب,muktaʾib,
cmo8hyi5t005c4ey1k7nqy6tm,مْعَصَّب,m3aSSeb,énervé,Kairouan - Vocabulaire — Émotions,غَاضِب,ghāḍib,
cmo8hyi61006a4ey14my2taog,مْعَصَّب بْزَّاف,m3aSSeb bzzaf,très énervé,Kairouan - Vocabulaire — Émotions,غَاضِبٌ جِدًّا,ghāḍibun jiddan,
cmo8hyi61005n4ey1woevlx5c,مَغْتَاظ,mghTaD,furieux,Kairouan - Vocabulaire — Émotions,مُغْتَاظ,mughtāẓ,
cmo8hyi6100684ey1ukgj2rbk,مْغْرَم,mghram,amoureux,Kairouan - Vocabulaire — Émotions,مُغْرَم,mughram,
cmo8hyi61005o4ey1f065xc3q,مَغْضُوب,mghDoub,fâché,Kairouan - Vocabulaire — Émotions,غَاضِب,ghāḍib,
cmo8hyi61006g4ey18daolm54,مَغْضُوب بْزَّاف,mghDoub bzzaf,très fâché,Kairouan - Vocabulaire — Émotions,غَاضِبٌ جِدًّا,ghāḍibun jiddan,
cmo8hyi5t005j4ey1jox0xse3,مْفَاجِئ,mfaji2,surpris (variante),Kairouan - Vocabulaire — Émotions,مُتَفَاجِئ,mutafājiʾ,
cmo8hyi61006e4ey1suwx5dea,مْفَاجِئ بْزَّاف,mfaji2 bzzaf,très surpris,Kairouan - Vocabulaire — Émotions,مُتَفَاجِئٌ جِدًّا,mutafājiʾun jiddan,
cmo8hyi61005v4ey1v1p6evpe,مَفْتَخَر,mftakhr,fier (variante),Kairouan - Vocabulaire — Émotions,فَخُور,fakhūr,
cmo8hyi61006i4ey15x510u67,مَفْتَخَر بْزَّاف,mftakhr bzzaf,très fier,Kairouan - Vocabulaire — Émotions,فَخُورٌ جِدًّا,fakhūrun jiddan,
cmo8hyi5t005d4ey1fga9t0z0,مْقَلَّق,mqelleq,agacé / contrarié / stressé,Kairouan - Vocabulaire — Émotions,مُنْزَعِج,munzaʿij,
cmo8hyi61006b4ey136lm5kh4,مْقَلَّق بْزَّاف,mqelleq bzzaf,très inquiet,Kairouan - Vocabulaire — Émotions,قَلِقٌ جِدًّا,qaliqun jiddan,
cmo8hyi6100634ey1sykyygb2,مَقْلُوع,mqlou3,épuisé,Kairouan - Vocabulaire — Émotions,مُنْهَك,munhak,
cmo8hyi61006f4ey1ginmuknm,مَقْلُوع بْزَّاف,mqlou3 bzzaf,très fatigué,Kairouan - Vocabulaire — Émotions,مُنْهَكٌ جِدًّا,munhakun jiddan,
cmo8hyi61005k4ey1uy7sk8lp,مْكْتَئِب,mkta2eb,déprimé,Kairouan - Vocabulaire — Émotions,مُكْتَئِب,muktaʾib,
cmo8hyi6100664ey1h9g7hte0,مْكَرَّه,mkrrh,dégoûté,Kairouan - Vocabulaire — Émotions,مُشْمَئِزّ,mushmaʾizz,
cmo8hyi6100644ey1mnjjtcku,مْكْسَل,mksel,paresseux,Kairouan - Vocabulaire — Émotions,كَسْلَان,kaslān,
cmo8hyi61005t4ey1ixdv5qve,مَكْسُوف,mksouf,gêné / honteux,Kairouan - Vocabulaire — Émotions,مُحْرَج,muḥraj,
cmo8hyi61006j4ey1s6cx2n8f,مَكْسُوف بْزَّاف,mksouf bzzaf,très gêné,Kairouan - Vocabulaire — Émotions,مُحْرَجٌ جِدًّا,muḥrajun jiddan,
cmo8hyi61005z4ey1xfrr06ql,مْلْيَان طَاقَة,mlyan Taqa,plein d'énergie,Kairouan - Vocabulaire — Émotions,مَلِيءٌ بِالطَّاقَةِ,malīʾun bi-aṭ-ṭāqati,
cmo8hyi6100614ey1oy2lye3d,نَشْطَان,nchTan,énergique,Kairouan - Vocabulaire — Émotions,نَشِيط,nashīṭ,
cmo8hyi8y00vy4ey1tc8txcjb,أتاي,atay,thé,Kerbala — Au restaurant,شَاي,shāy,
cmo8hyi8y00w04ey1u7qgrust,الحساب,l-hsab,l'addition,Kerbala — Au restaurant,الحِسَاب,al-ḥisāb,
cmo8hyi8y00w14ey1lamjc7cf,الخبز,l-khobz,pain,Kerbala — Au restaurant,الخُبْز,al-khubz,
cmo8hyi8y00w24ey1sgmj4tn7,القهوة,l-qahwa,café,Kerbala — Au restaurant,القَهْوَة,al-qahwa,
cmo8hyi8y00vz4ey1qcdmghea,الماء,l-ma,eau,Kerbala — Au restaurant,المَاء,al-māʾ,
cmo8hyi8y00w44ey1ibsl9nds,بصحتك,b-sshtek,à ta santé / bon appétit,Kerbala — Au restaurant,فِي صِحَّتِكَ,fī ṣiḥḥatika,
cmo8hyi8y00w34ey1b39zsks4,بغيت,bghit,je veux,Kerbala — Au restaurant,أُرِيدُ,urīdu,
cmo8hyi8y00vx4ey1r5cwnvqt,طاجين,tajin,tajine,Kerbala — Au restaurant,طَاجِين,ṭājīn,
cmo8hyi6a009x4ey1larc5gqz,إِنْتَرْنِت,internet,internet,Khartoum - Vocabulaire — Technologie,إِنْتَرْنِت,intarnit,
cmo8hyi6a00a04ey11fsib1uq,بَرْنَامَج,barnamaj,logiciel,Khartoum - Vocabulaire — Technologie,بَرْنَامَج,barnāmaj,
cmo8hyi6a00a94ey1ho7n9w7d,بَطَّارِيَّة,baTTariya,batterie,Khartoum - Vocabulaire — Technologie,بَطَّارِيَّة,baṭṭāriyya,
cmo8hyi6a009z4ey1km59tzir,تَطْبِيق,tatbiq,application,Khartoum - Vocabulaire — Technologie,تَطْبِيق,taṭbīq,
cmo8hyi6a009q4ey16dwq90mg,تِكْنُولُوجْيَا,tiknolojia,technologie,Khartoum - Vocabulaire — Technologie,تِكْنُولُوجْيَا,tiknūlūjyā,
cmo8hyi6a009t4ey1tcpy4oer,تِلِيفُون,tilifun,téléphone,Khartoum - Vocabulaire — Technologie,هَاتِف,hātif,
cmo8hyi6a009r4ey1mtedy69b,حَاسُوب,7asoub,ordinateur,Khartoum - Vocabulaire — Technologie,حَاسُوب,ḥāsūb,
cmo8hyi6a00a24ey1pug7y1xi,خَازِن,khazen,stockage,Khartoum - Vocabulaire — Technologie,تَخْزِين,takhzīn,
cmo8hyi6a009u4ey1dvvssy3p,سْمَارْتْفُون,smartfon,smartphone,Khartoum - Vocabulaire — Technologie,هَاتِفٌ ذَكِيّ,hātifun dhakiyy,
cmo8hyi6a00a34ey1laf8z1sq,سِيرْفَر,server,serveur,Khartoum - Vocabulaire — Technologie,خَادِم,khādim,
cmo8hyi6a00a74ey10cudqnzi,شَاحِن,cha7en,chargeur,Khartoum - Vocabulaire — Technologie,شَاحِن,shāḥin,
cmo8hyi6a00a54ey1cfc5ggom,شَاشَة,chacha,écran,Khartoum - Vocabulaire — Technologie,شَاشَة,shāsha,
cmo8hyi6a009y4ey1ybfuyblt,شَبَكَة,chabka,réseau,Khartoum - Vocabulaire — Technologie,شَبَكَة,shabaka,
cmo8hyi6a009v4ey1b78pscap,طَابْلِيت,tablette,tablette,Khartoum - Vocabulaire — Technologie,لَوْحِيّ,lawḥiyy,
cmo8hyi6a00a84ey10dn10y7m,فَأْرَة,fa2ra,souris,Khartoum - Vocabulaire — Technologie,فَأْرَة,faʾra,
cmo8hyi6a00a44ey1wdmot8g5,كْلَاوُد,cloud,cloud,Khartoum - Vocabulaire — Technologie,سَحَابَة,saḥāba,
cmo8hyi6a00a64ey15mptgxgo,كِيبُورْد,keyboard,clavier,Khartoum - Vocabulaire — Technologie,لَوْحَةُ المَفَاتِيحِ,lawḥatu al-mafātīḥi,
cmo8hyi6a009s4ey1h56klhox,لَابْ تُوب,labtop,ordinateur portable,Khartoum - Vocabulaire — Technologie,حَاسُوبٌ مَحْمُولٌ,ḥāsūbun maḥmūlun,
cmo8hyi6a00a14ey1ksoxk42i,مْلَف,mlaf,fichier,Khartoum - Vocabulaire — Technologie,مِلَفّ,milaff,
cmo8hyi6a009w4ey1ecklp4qq,وَايْ فَايْ,wifi,wifi,Khartoum - Vocabulaire — Technologie,وَاي فَاي,wāy fāy,
cmo8hyi8600r24ey1pckhfqx3,أَنَا بْغِيت,ana bghit,j'ai voulu,Koweït City - Vocabulaire — Conjugaison,أَرَدْتُ,aradtu,
cmo8hyi8700rp4ey1pl28igte,أَنَا شْرَبْت,ana chrbt,j'ai bu,Koweït City - Vocabulaire — Conjugaison,شَرِبْتُ,sharibtu,
cmo8hyi8k00t94ey1pwqg8509,أَنَا غَادِي نْبْغِي,ana ghadi nbghi,je vais vouloir,Koweït City - Vocabulaire — Conjugaison,سَأُرِيدُ,sa-urīdu,
cmo8hyi8k00ty4ey1047pp5oj,أَنَا غَادِي نْشْرَب,ana ghadi nshrab,je vais boire,Koweït City - Vocabulaire — Conjugaison,سَأَشْرَبُ,sa-ashrabu,
cmo8hyi8k00tp4ey1txkrpugg,أَنَا غَادِي نْفْهَم,ana ghadi nfham,je vais comprendre,Koweït City - Vocabulaire — Conjugaison,سَأَفْهَمُ,sa-afhamu,
cmo8hyi8k00ti4ey15j4ozk3j,أَنَا غَادِي نْكْتَب,ana ghadi nkteb,je vais écrire,Koweït City - Vocabulaire — Conjugaison,سَأَكْتُبُ,sa-aktubu,
cmo8hyi8k00t14ey1n141w6w1,أَنَا غَادِي نْمْشِي,ana ghadi nmchi,je vais aller,Koweït City - Vocabulaire — Conjugaison,سَأَذْهَبُ,sa-adhhabu,
cmo8hyi8700rh4ey1pp44oe7p,أَنَا فْهَمْت,ana fhemt,j'ai compris,Koweït City - Vocabulaire — Conjugaison,فَهِمْتُ,fahimtu,
cmo8hyi8600r94ey1ic1fzcna,أَنَا كْتَبْت,ana ktebt,j'ai écrit,Koweït City - Vocabulaire — Conjugaison,كَتَبْتُ,katabtu,
cmo8hyi8k00s64ey1bvhzz6t3,أَنَا كَنْبْغِي,ana kanbghi,je veux,Koweït City - Vocabulaire — Conjugaison,أُرِيدُ,urīdu,
cmo8hyi8k00st4ey1q68qrqyz,أَنَا كَنْشْرَب,ana kanshrab,je bois,Koweït City - Vocabulaire — Conjugaison,أَشْرَبُ,ashrabu,
cmo8hyi8k00sl4ey1gbxqke2o,أَنَا كَنْفْهَم,ana kanfham,je comprends,Koweït City - Vocabulaire — Conjugaison,أَفْهَمُ,afhamu,
cmo8hyi8k00sd4ey1wu3q1xzo,أَنَا كَنْكْتَب,ana kankteb,j'écris,Koweït City - Vocabulaire — Conjugaison,أَكْتُبُ,aktubu,
cmo8hyi8k00rx4ey16rrhi73k,أَنَا كَنْمْشِي,ana kanmchi,je marche / je vais,Koweït City - Vocabulaire — Conjugaison,أَذْهَبُ,adhhabu,
cmo8hyi8600qt4ey17nfuyl8p,أَنَا مْشِيت,ana mchit,je suis allé(e),Koweït City - Vocabulaire — Conjugaison,ذَهَبْتُ,dhahabtu,
cmo8hyi8600r64ey1hobvhk64,حْنَا بْغِينَا,7na bghina,nous avons voulu,Koweït City - Vocabulaire — Conjugaison,أَرَدْنَا,aradnā,
cmo8hyi8k00rt4ey1bamsszo6,حْنَا شْرَبْنَا,7na chrbna,nous avons bu,Koweït City - Vocabulaire — Conjugaison,شَرِبْنَا,sharibnā,
cmo8hyi8k00te4ey1znhikz3h,حْنَا غَادِي نْبْغِيُو,7na ghadi nbghiu,nous allons vouloir,Koweït City - Vocabulaire — Conjugaison,سَنُرِيدُ,sa-nurīdu,
cmo8hyi8k00u24ey1j9m07z4q,حْنَا غَادِي نْشْرَبُو,7na ghadi nshrabu,nous allons boire,Koweït City - Vocabulaire — Conjugaison,سَنَشْرَبُ,sa-nashrabu,
cmo8hyi8k00tv4ey1hckfs9xg,حْنَا غَادِي نْفْهْمُو,7na ghadi nfhmu,nous allons comprendre,Koweït City - Vocabulaire — Conjugaison,سَنَفْهَمُ,sa-nafhamu,
cmo8hyi8k00tm4ey1qmdrmghu,حْنَا غَادِي نْكْتَبُو,7na ghadi nktebu,nous allons écrire,Koweït City - Vocabulaire — Conjugaison,سَنَكْتُبُ,sa-naktubu,
cmo8hyi8k00t64ey1nsw69jj8,حْنَا غَادِي نْمْشِيُو,7na ghadi nmchiu,nous allons aller,Koweït City - Vocabulaire — Conjugaison,سَنَذْهَبُ,sa-nadhhabu,
cmo8hyi8700rm4ey19mch34w0,حْنَا فْهَمْنَا,7na fhemna,nous avons compris,Koweït City - Vocabulaire — Conjugaison,فَهِمْنَا,fahimnā,
cmo8hyi8700re4ey1j4i726jl,حْنَا كْتَبْنَا,7na ktebna,nous avons écrit,Koweït City - Vocabulaire — Conjugaison,كَتَبْنَا,katabnā,
cmo8hyi8k00sa4ey1xf3sfx1t,حْنَا كَنْبْغِيُو,7na kanbghiu,nous voulons,Koweït City - Vocabulaire — Conjugaison,نُرِيدُ,nurīdu,
cmo8hyi8k00sy4ey11zhjbiij,حْنَا كَنْشْرَبُو,7na kanshrabu,nous buvons,Koweït City - Vocabulaire — Conjugaison,نَشْرَبُ,nashrabu,
cmo8hyi8k00sq4ey1kxa5l51j,حْنَا كَنْفْهْمُو,7na kanfhmu,nous comprenons,Koweït City - Vocabulaire — Conjugaison,نَفْهَمُ,nafhamu,
cmo8hyi8k00sj4ey17nlk6m4j,حْنَا كَنْكْتَبُو,7na kanktebu,nous écrivons,Koweït City - Vocabulaire — Conjugaison,نَكْتُبُ,naktubu,
cmo8hyi8k00s34ey1fqlsz091,حْنَا كَنْمْشِيُو,7na kanmchiu,nous marchons,Koweït City - Vocabulaire — Conjugaison,نَذْهَبُ,nadhhabu,
cmo8hyi8600qy4ey15hr5dnjv,حْنَا مْشِينَا,7na mchina,nous sommes allé(e)s,Koweït City - Vocabulaire — Conjugaison,ذَهَبْنَا,dhahabnā,
cmo8hyi8600r14ey1whzt6skw,نْتَ بْغِيتِي,nta bghiti,tu as voulu (m),Koweït City - Vocabulaire — Conjugaison,أَرَدْتَ,aradta,
